Time,tp
2010-01-01 06:00:00,0.0392876
2010-02-01 06:00:00,0.03522215
2010-03-01 06:00:00,0.049297526
2010-04-01 06:00:00,0.0479332
2010-05-01 06:00:00,0.047459792
2010-06-01 06:00:00,0.03836746
2010-07-01 06:00:00,0.030278299
2010-08-01 06:00:00,0.04765529
2010-09-01 06:00:00,0.041953277
2010-10-01 06:00:00,0.043913078
2010-11-01 06:00:00,0.04818707
2010-12-01 06:00:00,0.030755427
2011-01-01 06:00:00,0.012506556
2011-02-01 06:00:00,0.023223493
2011-03-01 06:00:00,0.03865843
2011-04-01 06:00:00,0.05258351
2011-05-01 06:00:00,0.028002359
2011-06-01 06:00:00,0.039398193
2011-07-01 06:00:00,0.03145914
2011-08-01 06:00:00,0.028824806
2011-09-01 06:00:00,0.03461018
2011-10-01 06:00:00,0.028898433
2011-11-01 06:00:00,0.04118662
2011-12-01 06:00:00,0.03520191
2012-01-01 06:00:00,0.004141988
2012-02-01 06:00:00,0.020431291
2012-03-01 06:00:00,0.01911674
2012-04-01 06:00:00,0.046070483
2012-05-01 06:00:00,0.03966284
2012-06-01 06:00:00,0.030753803
2012-07-01 06:00:00,0.033034418
2012-08-01 06:00:00,0.026239391
2012-09-01 06:00:00,0.050494
2012-10-01 06:00:00,0.06228428
2012-11-01 06:00:00,0.06330185
2012-12-01 06:00:00,0.05001621
2013-01-01 06:00:00,0.030952193
2013-02-01 06:00:00,0.018769901
2013-03-01 06:00:00,0.049407005
2013-04-01 06:00:00,0.06752606
2013-05-01 06:00:00,0.025193501
2013-06-01 06:00:00,0.043572996
2013-07-01 06:00:00,0.030230712
2013-08-01 06:00:00,0.034634203
2013-09-01 06:00:00,0.047247313
2013-10-01 06:00:00,0.042018127
2013-11-01 06:00:00,0.052502066
2013-12-01 06:00:00,0.017026152
2014-01-01 06:00:00,0.011232011
2014-02-01 06:00:00,0.010954265
2014-03-01 06:00:00,0.05453911
2014-04-01 06:00:00,0.044161417
2014-05-01 06:00:00,0.030115318
2014-06-01 06:00:00,0.030268095
2014-07-01 06:00:00,0.022329712
2014-08-01 06:00:00,0.029410645
2014-09-01 06:00:00,0.02534609
2014-10-01 06:00:00,0.0395318
2014-11-01 06:00:00,0.043713193
2014-12-01 06:00:00,0.024916682
2015-01-01 06:00:00,0.004021082
2015-02-01 06:00:00,0.013288368
2015-03-01 06:00:00,0.042554665
2015-04-01 06:00:00,0.06270714
2015-05-01 06:00:00,0.07607937
2015-06-01 06:00:00,0.05804844
2015-07-01 06:00:00,0.03317108
2015-08-01 06:00:00,0.04054012
2015-09-01 06:00:00,0.029018208
2015-10-01 06:00:00,0.052731514
2015-11-01 06:00:00,0.048796274
2015-12-01 06:00:00,0.045821678
2016-01-01 06:00:00,0.016274706
2016-02-01 06:00:00,0.013259988
2016-03-01 06:00:00,0.071855366
2016-04-01 06:00:00,0.067178346
2016-05-01 06:00:00,0.07406367
2016-06-01 06:00:00,0.01859455
2016-07-01 06:00:00,0.0475481
2016-08-01 06:00:00,0.028990077
2016-09-01 06:00:00,0.047416303
2016-10-01 06:00:00,0.04557705
2016-11-01 06:00:00,0.06827164
2016-12-01 06:00:00,0.026778985
2017-01-01 06:00:00,0.00634507
2017-02-01 06:00:00,0.029045884
2017-03-01 06:00:00,0.043910604
2017-04-01 06:00:00,0.036315348
2017-05-01 06:00:00,0.047216035
2017-06-01 06:00:00,0.03559799
2017-07-01 06:00:00,0.025032328
2017-08-01 06:00:00,0.026497934
2017-09-01 06:00:00,0.04241428
2017-10-01 06:00:00,0.051538847
2017-11-01 06:00:00,0.055385213
2017-12-01 06:00:00,0.02385182
2018-01-01 06:00:00,0.006774828
2018-02-01 06:00:00,0.027799893
2018-03-01 06:00:00,0.027030993
2018-04-01 06:00:00,0.04879036
2018-05-01 06:00:00,0.055039216
2018-06-01 06:00:00,0.03405046
2018-07-01 06:00:00,0.016868591
2018-08-01 06:00:00,0.021317098
